"a_o","c_digo_municipio","municipio","c_digo_departamento","departamento","c_digo_etc","etc","poblaci_n_5_16","tasa_matriculaci_n_5_16","cobertura_neta","cobertura_neta_transici_n","cobertura_neta_primaria","cobertura_neta_secundaria","cobertura_neta_media","cobertura_bruta","cobertura_bruta_transici_n","cobertura_bruta_primaria","cobertura_bruta_secundaria","cobertura_bruta_media","tama_o_promedio_de_grupo","sedes_conectadas_a_internet","deserci_n","deserci_n_transici_n","deserci_n_primaria","deserci_n_secundaria","deserci_n_media","aprobaci_n","aprobaci_n_transici_n","aprobaci_n_primaria","aprobaci_n_secundaria","aprobaci_n_media","reprobaci_n","reprobaci_n_transici_n","reprobaci_n_primaria","reprobaci_n_secundaria","reprobaci_n_media","repitencia","repitencia_transici_n","repitencia_primaria","repitencia_secundaria","repitencia_media"
"2023","15518","Pajarito","15","Boyacá","3769","Boyacá (ETC)","466","76.82","76.82","82.5","72.36","72.37","48","83.69","87.5","78.89","90.79","80",,,"4.14","5.71","3.85","3.94","4.55","91.99","0","91.03","91.34","95.45","3.87","0","5.13","4.72","0","5.25","0","7.69","4.72","2.27"
"2023","15522","Panqueba","15","Boyacá","3769","Boyacá (ETC)","319","90.6","90.6","67.86","71.11","86.67","100","95.3","71.43","77.04","106.67","133.33",,,"0.99","5","0.96","0","1.47","97.04","0","96.15","98.21","97.06","1.97","0","2.88","1.79","1.47","1.97","0","0.96","4.46","0"
"2023","15531","Pauna","15","Boyacá","3769","Boyacá (ETC)","1357","83.35","83.35","65.17","77.17","76.67","57.55","90.35","88.76","87.36","95.94","86.12",,,"1.19","0","0.43","1.56","2.67","92.02","0","96.11","87.53","89.3","6.79","0","3.46","10.91","8.02","5.6","1.27","4.75","8","3.74"
"2023","15533","Paya","15","Boyacá","3769","Boyacá (ETC)","632","63.13","63.13","44.23","63.53","58.37","27.62","68.2","63.46","74.81","69.86","50.48",,,"3.02","0","0.5","5.48","7.55","91.42","0","96.98","83.56","86.79","5.57","0","2.51","10.96","5.66","8.35","0","7.54","13.7","1.89"
"2023","15537","Paz de Río","15","Boyacá","3769","Boyacá (ETC)","757","81.37","81.37","59.68","78.27","71.65","47.66","91.55","82.26","89.14","99.21","86.72",,,"1.66","0","1.02","2.73","1.08","85.42","0","97.46","71.36","88.17","12.92","0","1.52","25.91","10.75","8.67","3.13","6.09","12.73","6.45"
"2023","15542","Pesca","15","Boyacá","3769","Boyacá (ETC)","1423","77.93","77.93","53.85","74.58","76.67","49.14","81.59","60.68","82.15","94.38","64.22",,,"0.78","1.41","0.2","1.32","0.67","92.51","0","96.72","86.75","93.29","6.72","0","3.07","11.92","6.04","7.67","1.41","4.1","14.57","1.34"
"2023","15550","Pisba","15","Boyacá","3769","Boyacá (ETC)","407","66.83","66.83","51.52","69.94","54.48","37.31","71.25","78.79","79.77","65.67","56.72",,,"0.34","0","0","1.14","0","94.83","0","94.93","94.32","92.11","4.83","0","5.07","4.55","7.89","2.76","0","4.35","2.27","0"
"2023","15572","Puerto Boyacá","15","Boyacá","3769","Boyacá (ETC)","9927","95.02","95","76.27","89.29","82.47","58.34","102.97","97.47","103.4","110.4","89.6",,,"3.36","2.61","2.83","4.15","3.37","89.69","0.31","92.11","84.94","90.52","6.95","0.31","5.06","10.91","6.11","9.53","3.22","9.59","12.57","5.09"
"2023","15580","Quípama","15","Boyacá","3769","Boyacá (ETC)","920","78.7","78.7","70.49","74.52","71.82","44.51","90.54","77.05","84.38","101.52","87.2",,,"1.41","0","0.97","1.67","2.4","88.83","0","93.18","80.94","92.8","9.76","0","5.84","17.39","4.8","7.83","4.26","7.79","11.37","0.8"
"2023","15599","Ramiriquí","15","Boyacá","3769","Boyacá (ETC)","2072","89","88.95","65.58","85.75","80.89","60.38","97.01","94.81","97.6","100.84","89.07",,,"2.06","2.13","1.11","2.44","3.06","90.82","1.06","95.94","85.51","89.8","7.12","1.06","2.95","12.04","7.14","8.18","0","7.56","12.22","4.08"
"2023","15600","Ráquira","15","Boyacá","3769","Boyacá (ETC)","1532","80.68","80.68","70.87","86.59","66.54","42.41","83.68","83.46","96.06","82.49","55.64",,,"3.59","0.94","4.11","4.26","1.4","92.35","0","92.61","88.42","97.9","4.06","0","3.28","7.33","0.7","9.36","0.94","6.57","18.16","1.4"
"2023","15621","Rondón","15","Boyacá","3769","Boyacá (ETC)","470","66.6","66.6","37.14","60.51","62.96","46.15","71.28","40","66.67","81.48","75.64",,,"0.6","0","0","1.52","0","92.84","0","99.23","84.09","96.61","6.57","0","0.77","14.39","3.39","5.67","0","4.62","9.09","1.69"
"2023","15632","Saboyá","15","Boyacá","3769","Boyacá (ETC)","2829","73.14","72.99","62.83","67.15","66.91","54.68","80.7","75.22","73.7","85.8","90.43",,,"1.21","0.65","0.52","1.95","1.47","92.15","0","96.13","85.63","93.55","6.64","0","3.35","12.41","4.99","6.69","1.3","5.67","11.02","2.35"
"2023","15638","Sáchica","15","Boyacá","3769","Boyacá (ETC)","1178","80.48","80.48","63.21","88.28","69.13","45.96","84.72","79.25","97.78","77.57","68.69",,,"1.9","3.28","1.11","2","3.45","92.01","1.64","95.29","87.6","89.66","6.09","1.64","3.6","10.4","6.9","6.84","1.64","7.76","8.4","3.42"
"2023","15646","Samacá","15","Boyacá","3769","Boyacá (ETC)","4094","111.94","111.9","88.02","107.14","107.88","58.74","118.34","113.65","119.93","134.08","84.51",,,"2","0.98","1.41","2.98","1.69","87.96","0","93.13","79.62","88.82","10.04","0","5.46","17.41","9.49","10.36","2.29","8.22","15.62","6.54"
"2023","15660","San Eduardo","15","Boyacá","3769","Boyacá (ETC)","267","89.51","89.51","61.9","77.78","100","65.31","94.76","61.9","84.26","113.48","97.96",,,"0.4","7.69","0","0","0","98.02","0","100","96.04","100","1.58","0","0","3.96","0","5.14","0","0","11.88","2.08"
"2023","15664","San José de Pare","15","Boyacá","3769","Boyacá (ETC)","846","77.78","77.78","79.73","81.16","65.12","40","80.73","90.54","90.3","76.51","57.69",,,"4.69","8.96","3.37","6.05","2.67","89.9","0","92.94","82.33","97.33","5.42","0","3.68","11.63","0","7.61","2.99","6.75","12.09","2.67"
"2023","15667","San Luis de Gaceno","15","Boyacá","3769","Boyacá (ETC)","1047","76.03","76.03","58.02","75.87","65.92","57.63","83.86","66.67","82.83","86.03","89.83",,,"1.49","0","0.62","1.38","3.97","95.02","2.63","95.38","95.5","92.72","3.49","2.63","4","3.11","3.31","4.36","2.63","5.23","4.84","1.99"
"2023","15673","San Mateo","15","Boyacá","3769","Boyacá (ETC)","600","99.83","99.83","75.51","84.19","102.99","62.89","110.17","102.04","96.44","124.88","119.59",,,"0.94","2","0.82","0.8","1.08","92.63","0","97.54","86.45","93.55","6.43","0","1.64","12.75","5.38","7.37","0","3.28","11.95","9.68"
"2023","15676","San Miguel de Sema","15","Boyacá","3769","Boyacá (ETC)","627","100.32","100.32","82","79.55","104.25","96.88","110.53","102","85.87","129.25","142.71",,,"2.07","1.96","0.87","2.64","3.13","93.19","0","98.27","88.68","91.41","4.74","0","0.87","8.68","5.47","6.07","3.92","6.06","8.68","1.56"
"2023","15681","San Pablo de Borbur","15","Boyacá","3769","Boyacá (ETC)","1396","81.81","81.81","63.89","84.06","69.92","52.77","88.68","74.07","94.05","89.63","80.43",,,"4.8","2.5","1.49","8.63","6.86","89.16","1.25","95.34","80.34","88","6.04","1.25","3.17","11.03","5.14","7.86","0","8.01","10.07","5.71"
"2023","15686","Santana","15","Boyacá","3769","Boyacá (ETC)","1457","83.25","83.25","74.36","85.93","67.48","48.03","91.28","96.58","97.32","87.32","82.28",,,"1.97","2.04","1.31","3.02","1.6","91.61","0","95.87","83.63","93.09","6.41","0","2.81","13.35","5.32","8.06","4.08","5.44","14.36","4.26"
"2023","15690","Santa María","15","Boyacá","3769","Boyacá (ETC)","648","90.59","90.59","80","82.71","90.22","51.4","99.38","94","89.85","124","73.83",,,"3.12","7.69","2.26","4.05","0","86.61","0","93.21","76.13","96.83","10.28","0","4.52","19.82","3.17","7.34","0","4.98","12.16","3.17"
"2023","15693","Santa Rosa de Viterbo","15","Boyacá","3769","Boyacá (ETC)","2153","80.72","80.72","63.52","78.66","74.93","48.54","86.02","74.21","87.66","92.27","74.8",,,"3.55","2.47","2.68","5.81","0.82","90.07","0","92.98","84.68","93.03","6.37","0","4.35","9.51","6.15","8.25","1.23","7.19","12.68","2.87"
"2023","15696","Santa Sofía","15","Boyacá","3769","Boyacá (ETC)","588","94.9","94.9","78.18","84.44","89.78","50","104.42","94.55","98.44","127.42","80",,,"4.03","5.77","3.95","4.33","1.72","89.14","0","91.7","83.65","93.1","6.83","0","4.35","12.02","5.17","6.13","0","9.09","5.77","0"
"2023","15720","Sativanorte","15","Boyacá","3769","Boyacá (ETC)","365","80.55","80.55","59.26","82.78","68.25","47.54","86.85","88.89","94.04","84.92","72.13",,,"1.89","4.17","1.41","2.8","0","93.38","0","98.59","84.11","97.73","4.73","0","0","13.08","2.27","5.36","0","3.52","9.35","4.55"
"2023","15723","Sativasur","15","Boyacá","3769","Boyacá (ETC)","188","99.47","99.47","80","88.61","100","82.35","107.98","120","98.73","113.33","114.71",,,"2.46","5.56","3.85","0","2.56","89.66","0","84.62","89.71","97.44","7.88","0","11.54","10.29","0","10.34","0","8.97","17.65","5.13"
"2023","15740","Siachoque","15","Boyacá","3769","Boyacá (ETC)","1566","94.32","94.32","79.43","84.56","98.23","72.15","99.11","84.4","90.59","112.8","102.95",,,"1.25","0","0.68","1.23","3.28","95.45","0","97.28","92.47","95.9","3.3","0","2.04","6.3","0.82","5.6","0","4.41","9.08","2.87"
"2023","15753","Soatá","15","Boyacá","3769","Boyacá (ETC)","1527","91.88","91.88","74.34","90.41","78.3","61.71","103.67","95.58","100.33","103.58","114.87",,,"1.19","0.98","0.5","1.28","2.68","94.59","0","97.02","91.44","93.87","4.22","0","2.48","7.29","3.45","10.62","2.94","6.13","17.12","10.34"
"2023","15755","Socotá","15","Boyacá","3769","Boyacá (ETC)","1542","97.54","97.54","75.71","94.54","93.95","60.53","102.46","87.14","104.13","109.07","92.54",,,"1.9","0.82","0.99","2.96","2.84","91.01","0","95.04","83.36","92.42","7.09","0","3.97","13.68","4.74","9.87","0.82","7.65","17.38","3.32"
"2023","15757","Socha","15","Boyacá","3769","Boyacá (ETC)","1625","112","112","75.74","101.32","107.22","72.83","122.03","110.29","114.62","134.81","121.13",,,"1.98","5.45","1.46","1.7","2.45","94.59","2.73","95.29","94.19","95.1","3.43","2.73","3.25","4.11","2.45","6.4","1.82","5.52","8.64","4.55"
"2023","15759","Sogamoso","15","Boyacá","3772","Sogamoso","22863","110.44","110.29","81.65","102.69","103.13","74.09","124.26","107.05","116.9","137.57","122.59",,,"1.9","2.58","1.32","2.54","1.53","92.39","0.75","95.03","88.08","94.2","5.71","0.75","3.66","9.37","4.27","8.4","2.08","6.66","12.89","4.67"
"2023","15761","Somondoco","15","Boyacá","3769","Boyacá (ETC)","385","95.32","95.32","71.43","72.55","92.75","90.91","122.86","85.71","79.74","117.39","250",,,"3.24","4.17","1.64","4.32","3.23","89.78","0","94.26","84.57","91.4","6.98","0","4.1","11.11","5.38","10.22","8.33","7.38","16.05","4.3"
"2023","15762","Sora","15","Boyacá","3769","Boyacá (ETC)","637","84.46","84.46","70.91","77.49","78.95","69.61","86.97","83.64","83.76","93.3","84.31",,,"1.81","2.17","1.76","2.56","0","88.63","0","94.71","78.97","89.53","9.57","0","3.52","18.46","10.47","8.3","0","7.93","9.23","11.63"
"2023","15763","Sotaquirá","15","Boyacá","3769","Boyacá (ETC)","1705","75.19","75.19","56.16","68.72","71.1","42.86","81.76","74.66","78.19","92.64","72.89",,,"3.04","1.83","0.88","5.74","3.3","91.55","0","92.81","87.3","95.05","5.41","0","6.32","6.97","1.65","8.38","1.83","8.42","11.68","3.3"
"2023","15764","Soracá","15","Boyacá","3769","Boyacá (ETC)","1400","124.43","124.43","79.46","93.21","124.21","108.48","136.43","87.5","108.66","162.53","178.57",,,"3","0","1.9","4.85","2.71","82.58","0","88.28","71.27","87.33","14.43","0","9.83","23.88","9.95","11.85","2.04","13.28","14.18","6.79"
"2023","15774","Susacón","15","Boyacá","3769","Boyacá (ETC)","457","64.99","64.99","48.57","58.73","68.15","57.89","68.71","54.29","63.49","75.16","75",,,"2.23","5.26","1.67","2.54","1.75","90.13","0","95","87.29","84.21","7.64","0","3.33","10.17","14.04","6.05","0","5","9.32","3.51"
"2023","15776","Sutamarchán","15","Boyacá","3769","Boyacá (ETC)","1188","72.05","72.05","75.27","69.34","65.43","43.14","75.84","90.32","76.54","80.74","57.84",,,"2.44","3.57","0.81","4.59","0.85","92.34","0","97.04","85.02","94.92","5.22","0","2.15","10.4","4.24","5.66","0","3.23","10.7","3.39"
"2023","15778","Sutatenza","15","Boyacá","3769","Boyacá (ETC)","670","52.84","52.84","56","50.74","49.57","40.52","55.22","60","52.94","57.76","53.45",,,"2.7","3.33","0.69","4.48","3.23","92.7","0","97.92","85.82","93.55","4.59","0","1.39","9.7","3.23","6.49","3.33","4.17","11.94","1.61"
"2023","15790","Tasco","15","Boyacá","3769","Boyacá (ETC)","1181","80.36","80.36","86.17","71.86","78.16","56.32","86.79","96.81","77.53","94.54","89.47",,,"1.56","0","0.52","3.41","0.59","89.27","0","97.65","76.38","93.53","9.17","0","1.83","20.21","5.88","7.51","0","2.87","16.8","1.18"
"2023","15798","Tenza","15","Boyacá","3769","Boyacá (ETC)","581","74.53","74.53","56.1","70.31","72.95","57.69","77.8","70.73","78.17","82.13","71.15",,,"1.11","3.45","0","1.76","1.35","95.8","0","98.32","91.76","98.65","3.1","0","1.68","6.47","0","2.21","0","2.23","3.53","0"
"2023","15804","Tibaná","15","Boyacá","3769","Boyacá (ETC)","1684","76.37","76.37","50","73.31","72.14","52.96","82.19","69.01","81.74","89.46","75.19",,,"1.04","2.04","1.21","0.83","0.54","93.45","1.02","93.26","92.12","95.68","5.51","1.02","5.53","7.05","3.78","6.03","1.02","8.29","6.43","0.54"
"2023","15806","Tibasosa","15","Boyacá","3769","Boyacá (ETC)","2348","81.9","81.9","59.79","80.83","76.4","47.93","88.33","75.66","90","94.42","78.59",,,"5.06","9.26","4.56","6.06","2.48","81.98","0.93","87.89","74.56","83.59","12.95","0.93","7.55","19.38","13.93","8.47","0","8.12","12.37","3.1"
"2023","15808","Tinjacá","15","Boyacá","3769","Boyacá (ETC)","592","89.36","89.36","84.62","83.27","85.05","49.47","94.59","103.85","91.63","106.19","73.68",,,"2.99","2.5","1.42","4.97","2.86","88.65","0","94.79","77.9","92.86","8.37","0","3.79","17.13","4.29","4.78","5","3.32","5.52","7.14"
"2023","15810","Tipacoque","15","Boyacá","3769","Boyacá (ETC)","618","80.91","80.91","46","83","72.51","49.04","87.38","68","91.7","91.94","76.92",,,"0.74","2.94","0.86","0.52","0","94.44","0","96.55","93.81","88.75","4.81","0","2.59","5.67","11.25","7.41","2.94","7.76","10.31","1.25"
"2023","15814","Toca","15","Boyacá","3769","Boyacá (ETC)","1935","102.53","102.53","77.65","98.31","98.57","58.77","107.7","102.35","109.29","119.59","82.14",,,"3.08","0.65","2.14","4.23","4.55","89.68","1.3","92.88","83.5","91.32","7.24","1.3","4.98","12.27","4.13","6.83","1.3","7.12","8.89","3.31"
"2023","15816","Togüí","15","Boyacá","3769","Boyacá (ETC)","938","81.56","81.56","68.35","75.92","78.59","58.99","85.93","72.15","83.78","92.01","86.33",,,"4.22","3.51","2.05","6.94","4.17","89.08","0","92.38","80.9","95.83","6.7","0","5.57","12.15","0","6.7","0","5.87","10.76","2.5"
"2023","15820","Tópaga","15","Boyacá","3769","Boyacá (ETC)","741","90.28","90.28","57.14","89.35","82.64","37.3","100.13","84.13","100.32","121.49","66.67",,,"2.66","0","2.57","3.6","1.39","91.74","0","90.03","90.65","97.22","5.6","0","7.4","5.76","1.39","13.15","5.66","7.72","21.51","9.72"
"2023","15822","Tota","15","Boyacá","3769","Boyacá (ETC)","1140","79.21","79.21","70.19","77.51","76.57","41.52","84.74","73.08","85.94","93.46","69.59",,,"0.21","0","0.23","0.31","0","90.78","0","92.74","83.8","97.25","9","0","7.03","15.89","2.75","7.29","1.32","7.03","9.97","4.59"
"2023","15832","Tununguá","15","Boyacá","3769","Boyacá (ETC)","289","93.43","93.43","46.43","88.19","84.62","76.74","119.72","67.86","100.79","131.87","183.72",,,"0.35","0","0","0","2.08","91.17","0","92.97","88.64","87.5","8.48","0","7.03","11.36","10.42","4.95","5.26","4.69","7.95","0"
"2023","15835","Turmequé","15","Boyacá","3769","Boyacá (ETC)","1147","109.15","109.15","71.26","83.58","117.63","92.55","117.44","96.55","91.16","143.58","138.3",,,"1.78","1.19","0.92","2.63","1.54","93.02","4.76","96.07","89.3","95.77","5.2","4.76","3","8.07","2.69","6.68","3.57","6.93","8.77","2.69"
"2023","15837","Tuta","15","Boyacá","3769","Boyacá (ETC)","1687","115.71","115.71","85.21","111.25","101.62","78.44","126.32","114.79","125.28","131.12","125.28",,,"2.56","0.74","2.41","3.31","2.02","88.09","0.74","92.12","79.97","91.58","9.35","0.74","5.46","16.71","6.4","9.3","0.74","7.75","15.42","3.03"
"2023","15839","Tutazá","15","Boyacá","3769","Boyacá (ETC)","383","83.55","83.55","55.26","65.45","86.78","66.1","89.56","76.32","75.15","114.05","88.14",,,"3.21","0","3.23","2.9","5.77","92.13","0","91.13","90.58","94.23","4.66","0","5.65","6.52","0","9.33","0","12.1","11.59","1.92"
"2023","15842","Umbita","15","Boyacá","3769","Boyacá (ETC)","1501","72.22","72.22","76.67","65.54","70.76","54.1","75.95","84.17","70.51","81.68","73.77",,,"0.61","0","0.45","0.95","0.56","95.09","0","97.27","91.41","95.56","4.3","0","2.27","7.64","3.89","4.74","0","5.23","5.97","3.33"
"2023","15861","Ventaquemada","15","Boyacá","3769","Boyacá (ETC)","3370","82.37","82.37","58.66","79.89","75.69","61.36","86.05","74.2","87.06","89.99","81.5",,,"2.13","1.8","1.03","3.47","2.16","94.38","0","97.95","89.17","95.2","3.49","0","1.03","7.37","2.64","5.35","0.6","4.38","9.21","1.2"
"2023","15879","Viracachá","15","Boyacá","3769","Boyacá (ETC)","558","53.76","53.76","60.53","51.57","47.21","35","56.99","71.05","55.61","60.41","48",,,"1.26","0","0","2.52","2.08","92.77","0","100","82.35","95.83","5.97","0","0","15.13","2.08","6.6","0","0.81","15.13","4.17"
"2023","15897","Zetaquira","15","Boyacá","3769","Boyacá (ETC)","890","89.44","89.44","87.14","79.06","89.14","71.24","94.16","90","85.12","102.3","101.31",,,"2.51","0","1.29","2.25","6.45","91.29","0","96.12","85.53","89.68","6.21","0","2.59","12.22","3.87","5.49","0","4.53","8.36","3.87"
"2023","17001","Manizales","17","Caldas","3774","Manizales","61868","75.9","75.8","60.9","73.24","67.45","49.13","84.79","74.74","81.93","90.94","83.79",,,"3.36","2.98","2.83","4.57","2.05","86.71","1.12","90.93","78.98","89.98","9.94","1.12","6.24","16.45","7.97","9.58","3.01","7.27","15.52","4.52"
"2023","17013","Aguadas","17","Caldas","3773","Caldas (ETC)","3824","83.16","83.16","65.05","79.04","76.79","56.49","90.77","79.94","88.79","93.86","95.57",,,"3.08","2.28","1.86","4.75","3.21","93.31","0","93.78","90.69","95.59","3.61","0","4.35","4.57","1.2","7.55","1.14","9.18","8.44","4.21"
"2023","17042","Anserma","17","Caldas","3773","Caldas (ETC)","5959","77.09","76.88","51.96","73.65","65.9","43.85","85.94","67.63","85.86","91.85","83.17",,,"3.87","2.52","3.87","4.7","2.47","86.35","1.26","90.37","78.54","88.53","9.79","1.26","5.76","16.76","9","10.99","2.84","8.66","17.35","6.39"
"2023","17050","Aranzazu","17","Caldas","3773","Caldas (ETC)","1886","87.96","87.96","81.13","82.52","75.28","61.64","101.91","97.48","95.72","101.28","121.64",,,"2.86","1.94","2.02","4.82","1.56","93.34","0.65","94.47","89.82","95.31","3.8","0.65","3.51","5.36","3.13","6.42","1.94","7.41","8.93","0.78"
"2023","17088","Belalcázar","17","Caldas","3773","Caldas (ETC)","2020","80.89","80.89","63.1","79.64","66.1","41.8","85.94","71.12","94.31","90.67","61.41",,,"4.91","3.01","2.29","8.68","6.86","87.22","0","92.4","77.4","86.29","7.87","0","5.31","13.92","6.86","10.12","1.5","8.56","16.64","3.43"
"2023","17174","Chinchiná","17","Caldas","3773","Caldas (ETC)","8333","90.27","90.2","73.99","85.89","78.26","49.62","98.87","87.93","99.67","107.21","85.65",,,"5.12","5.03","4.04","6.57","4.6","85.93","0.63","90.54","77.92","89.06","8.95","0.63","5.41","15.51","6.34","9.76","3.56","9.07","13.62","4.5"
"2023","17272","Filadelfia","17","Caldas","3773","Caldas (ETC)","1902","64.98","64.98","49.03","63.28","57.75","31.94","68.82","67.1","73.18","72.3","51.29",,,"4.81","7.69","2.57","6.93","5.03","86.02","0","88.36","79.65","91.82","9.17","0","9.08","13.42","3.14","9.63","0","8.73","14.29","5.66"
"2023","17380","La Dorada","17","Caldas","3773","Caldas (ETC)","13445","82.88","82.86","54.85","77.58","71.16","49.82","94.83","77.47","94.67","102.24","89.02",,,"3.8","4.13","2.97","4.82","3.66","85.25","0","88.32","77.77","89.37","10.95","0","8.7","17.41","6.97","9.54","2.85","11.41","11.33","2.01"
"2023","17388","La Merced","17","Caldas","3773","Caldas (ETC)","951","84.86","84.86","70.67","80.66","66.15","59.01","96.32","94.67","92.37","97.83","103.73",,,"2.61","0","2.48","3.32","2.92","92.52","1.41","91.18","92.99","91.97","4.87","1.41","6.34","3.69","5.11","7.72","0","9.64","11.07","0"
"2023","17433","Manzanares","17","Caldas","3773","Caldas (ETC)","3220","76.61","76.61","59.27","71.43","67.64","55.07","84.94","78.18","79.78","91.2","89.29",,,"2.7","5.37","1.2","3.8","2.98","94.05","0","97.05","90.17","94.29","3.25","0","1.75","6.03","2.73","7.42","3.9","6.91","10.06","4.71"
"2023","17442","Marmato","17","Caldas","3773","Caldas (ETC)","1772","103.1","103.1","87.06","97.19","97.3","42.05","108.8","108.24","114.07","123.2","63.26",,,"3.42","1.63","2.69","4.53","4.79","91.23","0","92.6","87.59","91.02","5.34","0","4.71","7.88","4.19","8.87","1.63","8.52","12.7","2.99"
"2023","17444","Marquetalia","17","Caldas","3773","Caldas (ETC)","2508","93.66","93.66","66.67","84.06","83.78","74.1","105.06","82.19","98.32","110.9","124.1",,,"3.42","1.67","1.27","4.91","6.58","91.82","0.56","93.95","88.32","91.14","4.76","0.56","4.78","6.78","2.28","6.96","3.33","7.41","8.29","4.56"
"2023","17446","Marulanda","17","Caldas","3773","Caldas (ETC)","451","64.3","64.3","48.89","50","64.23","42.47","74.72","64.44","73.47","85.4","64.38",,,"1.89","0","1.61","3.42","0","98.11","0","98.39","96.58","100","0","0","0","0","0","6.62","3.45","12.1","4.27","0"
"2023","17486","Neira","17","Caldas","3773","Caldas (ETC)","3606","87.6","87.6","70.43","84.88","71.67","59.66","95.12","90.37","98.22","94.33","91.19",,,"2.76","1.94","1.47","4.52","2.96","94.72","0","95.01","93.48","94.87","2.52","0","3.51","1.99","2.17","8.14","3.1","7.02","12.04","5.33"
"2023","17495","Norcasia","17","Caldas","3773","Caldas (ETC)","1261","92.23","92.23","78.85","84.44","86.49","65.38","99.6","89.42","97.53","102.84","103.37",,,"2.01","1.08","1.36","2.76","2.46","91.64","0","89.49","91.94","93.1","6.35","0","9.14","5.3","4.43","6.43","0","10.31","5.3","1.97"
"2023","17513","Pácora","17","Caldas","3773","Caldas (ETC)","2254","81.77","81.72","63.24","73.65","74.97","58.62","94.1","81.08","86.72","101.33","104.51",,,"2.89","5.33","2.66","3.07","1.92","93.23","0.67","94.18","91.23","94.87","3.87","0.67","3.16","5.7","3.21","7.13","4","7.47","10.09","1.28"
"2023","17524","Palestina","17","Caldas","3773","Caldas (ETC)","2631","89.4","89.4","73.5","83.04","74.3","48.93","99.58","92.31","99.91","105.28","91.17",,,"2.53","3.24","2.31","2.63","2.59","91.56","0","93.24","88.05","91.26","5.91","0","4.44","9.32","6.15","9.49","2.78","11.11","11.59","2.59"
"2023","17541","Pensilvania","17","Caldas","3773","Caldas (ETC)","3574","80.25","80.25","58.94","72.78","78.29","61.55","90.74","74.83","83.17","98.99","102.29",,,"3.03","2.21","1.54","4.12","4.71","95.08","0","97.49","92.11","94.47","1.89","0","0.97","3.76","0.82","5.25","1.77","5.17","7.52","1.84"
"2023","17614","Riosucio","17","Caldas","3773","Caldas (ETC)","8918","87.89","87.88","59.87","81.8","84.14","66.81","97.69","71.32","89.98","106.06","116.1",,,"1.9","1.43","1.24","2.41","2.66","93.69","0","95.56","91.07","92.39","4.41","0","3.2","6.52","4.95","5.5","0.72","6.11","7.11","2.74"
"2023","17616","Risaralda","17","Caldas","3773","Caldas (ETC)","1813","82.96","82.96","68.46","80.42","67.99","45.57","92.66","87.92","93.78","97.35","82.95",,,"4.81","4.58","2.99","7.53","4.17","86.46","2.29","91.32","78.34","86.57","8.73","2.29","5.69","14.12","9.26","11.57","4.58","8.82","20.34","3.23"
"2023","17653","Salamina","17","Caldas","3773","Caldas (ETC)","3059","65.22","65.22","44.86","58.91","61.37","43.92","77.93","59.67","71.92","86.22","84.71",,,"2.84","2.76","1.16","4.07","4.19","92.88","0","94.77","89.89","93.41","4.28","0","4.07","6.04","2.4","5.21","4.14","5","6.91","2.1"
"2023","17662","Samaná","17","Caldas","3773","Caldas (ETC)","3949","81.03","81.03","53.69","72.9","75.68","55.13","90.43","67.33","84.39","104.53","91.26",,,"2.31","1.27","1.58","3.37","2.44","93.27","0","94.15","90.64","94.46","4.42","0","4.26","5.99","3.1","6.76","1.69","7.63","8.43","2.21"
"2023","17665","San José","17","Caldas","3773","Caldas (ETC)","801","96.13","96.13","57.14","75.71","104.4","64.17","109.99","71.43","89.55","145.6","120.83",,,"1.99","1.82","1.94","1.25","4.2","95.14","1.82","97.42","94.36","90.76","2.86","1.82","0.65","4.39","5.04","9.46","3.64","11.94","9.4","5.88"
"2023","17777","Supía","17","Caldas","3773","Caldas (ETC)","5049","87.11","87.07","69.18","81.22","78.98","53.58","98.65","90.47","93.6","108.95","95.93",,,"3.21","3.06","2.79","4.26","1.92","92.91","0","93.36","90.57","95.04","3.88","0","3.85","5.16","3.04","6.55","1.11","7.49","8.39","2.24"
"2023","17867","Victoria","17","Caldas","3773","Caldas (ETC)","1901","78.8","78.8","52.8","67.69","70.81","56.29","85.43","69.57","80.39","93.78","90.07",,,"3.82","4.46","2.3","5.96","2.57","90.02","0","92.48","83.99","94.85","6.16","0","5.21","10.05","2.57","7.21","1.79","7.82","8.35","5.51"
"2023","17873","Villamaría","17","Caldas","3773","Caldas (ETC)","10742","83.36","82.53","55.16","79.96","74.9","49.89","91.19","74.8","90.58","98.16","86.96",,,"3.82","3.43","2.7","5.21","3.32","90.59","1.58","91.6","87.69","93.55","5.59","1.58","5.7","7.1","3.13","9.58","2.9","9.14","13.48","3.6"
"2023","17877","Viterbo","17","Caldas","3773","Caldas (ETC)","2098","91.18","91.18","81.05","86.38","82.49","48.28","102.29","98.04","100.36","113","87.53",,,"2.74","3.88","2.71","3.05","1.43","87.14","0","91.73","78.75","92.86","10.12","0","5.56","18.19","5.71","10.59","3.1","10.72","13.94","4.64"
"2023","18001","Florencia","18","Caquetá","3776","Florencia","35661","91.72","91.65","66.83","91.35","75.81","40.99","105.73","94.54","110.98","107.61","95.09",,,"6.45","5.01","5.38","8.6","5","84.8","0.33","87.99","77.53","88.03","8.76","0.33","6.63","13.87","6.97","11.29","2.88","10.6","16.26","4.02"
