"a_o","c_digo_municipio","municipio","c_digo_departamento","departamento","c_digo_etc","etc","poblaci_n_5_16","tasa_matriculaci_n_5_16","cobertura_neta","cobertura_neta_transici_n","cobertura_neta_primaria","cobertura_neta_secundaria","cobertura_neta_media","cobertura_bruta","cobertura_bruta_transici_n","cobertura_bruta_primaria","cobertura_bruta_secundaria","cobertura_bruta_media","tama_o_promedio_de_grupo","sedes_conectadas_a_internet","deserci_n","deserci_n_transici_n","deserci_n_primaria","deserci_n_secundaria","deserci_n_media","aprobaci_n","aprobaci_n_transici_n","aprobaci_n_primaria","aprobaci_n_secundaria","aprobaci_n_media","reprobaci_n","reprobaci_n_transici_n","reprobaci_n_primaria","reprobaci_n_secundaria","reprobaci_n_media","repitencia","repitencia_transici_n","repitencia_primaria","repitencia_secundaria","repitencia_media"
"2023","25095","Bituima","25","Cundinamarca","3785","Cundinamarca (ETC)","385","105.45","105.45","42.42","100","99.18","74.6","111.69","57.58","110.18","130.33","107.94",,,"2.33","5.26","2.72","2.52","0","89.77","0","94.02","81.76","95.59","7.91","0","3.26","15.72","4.41","10.93","0","11.96","14.47","2.94"
"2023","25099","Bojacá","25","Cundinamarca","3785","Cundinamarca (ETC)","2264","82.86","82.86","52.25","81.42","74.81","40.15","91.21","87.08","93.77","102.34","65.84",,,"3.37","3.5","2.95","4.57","1.01","91.46","0","95.7","83.78","96.46","5.17","0","1.34","11.65","2.53","9.82","2.1","6.58","16.85","5.05"
"2023","25120","Cabrera","25","Cundinamarca","3785","Cundinamarca (ETC)","1145","69.43","69.43","35.92","59.51","71.01","55.23","76.86","56.31","65.38","94.15","84.3",,,"1.57","1.72","1.86","1.86","0","95.65","0","95.05","95.34","96.8","2.78","0","3.1","2.8","3.2","3.02","0","3.41","4.04","0.8"
"2023","25123","Cachipay","25","Cundinamarca","3785","Cundinamarca (ETC)","1847","72.39","72.39","59.62","69.06","59.77","31.35","84.46","79.49","82.16","94.58","72.61",,,"3.75","3.81","2.83","5.91","0.76","95.99","0","97.17","93.6","98.48","0.26","0","0","0.49","0.76","11.08","21.9","8.3","15.02","1.52"
"2023","25126","Cajicá","25","Cundinamarca","3785","Cundinamarca (ETC)","16595","87.83","86.33","50.03","81.05","79.17","53.38","92.77","75.75","93","101.14","84.52",,,"3.1","2.21","3.15","3.43","2.59","88.29","0.17","91.11","81.34","92.42","8.6","0.17","5.74","15.23","4.99","7.22","2.21","6.32","11.07","2.69"
"2023","25148","Caparrapí","25","Cundinamarca","3785","Cundinamarca (ETC)","2327","78.69","78.69","61.85","71.08","68.07","54.43","87.62","84.39","82.65","95.17","85.57",,,"1.53","2.74","0.64","1.92","2.46","92.76","0","95.78","88.5","92.28","5.71","0","3.58","9.59","5.26","6.45","4.11","7.29","7.52","2.81"
"2023","25151","Caqueza","25","Cundinamarca","3785","Cundinamarca (ETC)","3480","85.52","85.43","54.25","81.81","71.47","51.61","93.71","80.39","95.28","101.5","81",,,"2.43","3.15","2","3.15","1.49","97.1","0","97.84","96.37","96.77","0.47","0","0.15","0.48","1.74","8.49","3.6","9.78","9.27","4.96"
"2023","25154","Carmen de Carupa","25","Cundinamarca","3785","Cundinamarca (ETC)","1634","71.18","71.18","48.89","63.92","70.55","46.3","76.68","68.15","69.51","91.09","69.63",,,"3.09","0","1.69","5.08","3.09","87.56","0","94.49","76.06","93.83","9.35","0","3.81","18.86","3.09","8.1","0","4.66","15.04","2.47"
"2023","25168","Chaguaní","25","Cundinamarca","3785","Cundinamarca (ETC)","724","65.33","65.33","54.24","56","62.96","33.61","74.86","84.75","62.67","94.24","61.48",,,"1.76","8","0","1.94","1.52","98.24","0","100","98.06","98.48","0","0","0","0","0","9.8","10","8.51","13.11","3.03"
"2023","25175","Chía","25","Cundinamarca","10904","Chía","24997","110.74","109.76","68.34","103.21","101.63","70.04","120.27","104.01","117.67","128.49","117.17",,,"3.49","4.97","2.59","4.24","3.43","87.82","0.11","90.05","82.98","91.2","8.69","0.11","7.36","12.78","5.38","7.78","3.67","6.29","11.37","4.28"
"2023","25178","Chipaque","25","Cundinamarca","3785","Cundinamarca (ETC)","1966","81.18","81.18","40.46","72.72","75.08","39.05","92.32","75.72","86.3","110.37","80.32",,,"2.14","6.11","0.97","1.99","4.32","94.66","0","92.2","97.85","93.51","3.2","0","6.82","0.15","2.16","10.38","4.58","5.85","17.48","7.03"
"2023","25181","Choachí","25","Cundinamarca","3785","Cundinamarca (ETC)","2108","87.48","87.48","61.35","76.4","76.11","76.42","106.21","85.28","87.38","109.86","152.03",,,"1.41","1.44","1.21","1.72","1.26","94.94","2.88","94.87","93.45","97.79","3.65","2.88","3.91","4.84","0.95","4.3","2.16","3.51","5.62","4.4"
"2023","25183","Chocontá","25","Cundinamarca","3785","Cundinamarca (ETC)","4864","77.86","77.86","59.85","74.82","68.49","38.13","86.31","87.83","84.91","94.35","72.88",,,"4.69","4.72","3.13","7.46","1.81","93.45","0","95.74","88.85","97.97","1.86","0","1.13","3.69","0.23","11.54","4.4","8.09","19.28","5.42"
"2023","25200","Cogua","25","Cundinamarca","3785","Cundinamarca (ETC)","4625","92.06","91.89","47.24","85.45","84.3","58.4","101.66","74.62","101.81","111.04","96.77",,,"1.71","1.73","1.15","2.48","1.35","93.05","0","94.85","89.6","94.21","5.24","0","4","7.91","4.44","9.31","3.9","8.88","13.19","3.28"
"2023","25214","Cota","25","Cundinamarca","3785","Cundinamarca (ETC)","6937","186.72","185.38","95.4","178.83","186.65","132.4","194.44","130.39","194.81","216.69","178.87",,,"3.73","5.78","3.54","3.46","3.85","87.68","1.78","90.34","83.08","88.89","8.6","1.78","6.12","13.46","7.26","8.23","3.11","7.09","11.96","4.99"
"2023","25224","Cucunubá","25","Cundinamarca","3785","Cundinamarca (ETC)","1756","86.05","86.05","42.05","69.19","92.13","53.54","93.79","71.02","79.55","125.84","86.61",,,"3.88","4.8","1.6","6.44","2.5","96.12","0","98.4","93.56","97.5","0","0","0","0","0","8.97","4","8.15","11.92","5.5"
"2023","25245","El Colegio","25","Cundinamarca","3785","Cundinamarca (ETC)","4381","90.87","90.85","55.62","83.07","84.06","50.54","102.37","79.83","97.57","117.48","94.14",,,"7.43","3.42","5.52","10.69","5.94","90.1","0","92.78","85.36","92.27","2.47","0","1.7","3.95","1.8","10.47","4.18","8.3","16.58","2.88"
"2023","25258","El Peñón","25","Cundinamarca","3785","Cundinamarca (ETC)","925","70.27","70.27","57.53","62.18","56.78","47.52","80.76","86.3","74.11","82.33","92.91",,,"2.5","4.76","2.08","2.64","1.96","95","0","95.83","93.83","95.1","2.5","0","2.08","3.52","2.94","8.53","7.94","9.03","11.89","0"
"2023","25260","El Rosal","25","Cundinamarca","3785","Cundinamarca (ETC)","5049","96.02","95.96","88.79","97.87","79.45","43.79","104.3","116.25","111.59","105.11","78.57",,,"4.93","6.73","3.75","5.85","6.12","92.68","0.96","93.85","91.07","92.65","2.39","0.96","2.39","3.07","1.22","11.83","5.77","8.35","20.63","4.08"
"2023","25269","Facatativá","25","Cundinamarca","10850","Facatativá","29517","81.4","81.13","62.82","78.16","72.6","49.56","88.49","80.29","87.96","93.6","83.78",,,"3.4","3.6","2.71","4.5","2.53","87.43","0.9","90.71","81.2","89.66","9.17","0.9","6.58","14.3","7.8","8.06","3.77","7.69","11.14","3.28"
"2023","25279","Fomeque","25","Cundinamarca","3785","Cundinamarca (ETC)","2435","82.67","82.67","54.63","78","67.63","54.43","88.83","81.48","93.95","88.54","79.69",,,"4.19","4.68","4.18","4.31","3.62","94.5","0","94.99","93.68","94.2","1.31","0","0.84","2","2.17","7.84","5.85","7.83","9.4","5.43"
"2023","25281","Fosca","25","Cundinamarca","3785","Cundinamarca (ETC)","1305","82.45","82.45","47.27","74.36","75.58","52.09","90.65","86.36","85.82","101.16","84.19",,,"2.89","4.21","1.07","4.64","3.16","95.67","1.05","97.22","93.81","96.2","1.44","1.05","1.71","1.55","0.63","8.12","8.42","9.64","9.28","0.63"
"2023","25286","Funza","25","Cundinamarca","10851","Funza (ETC)","19038","96.74","96.56","72.14","91.56","87.39","69.92","104.27","94.38","100.33","108.34","110.68",,,"2.45","3.53","1.92","2.98","2.16","88.66","1.06","93.71","80.43","89.2","8.88","1.06","4.37","16.58","8.64","7.11","5.42","5.73","9.53","6.4"
"2023","25288","Fúquene","25","Cundinamarca","3785","Cundinamarca (ETC)","967","155.74","155.74","67.05","128.85","165.29","101.92","169.18","107.95","148.41","217.2","161.54",,,"2.63","5.26","2.14","2.6","2.94","85.83","4.21","92.42","76.95","91.6","11.54","4.21","5.44","20.46","5.46","9.4","5.26","7.58","13.87","3.36"
"2023","25290","Fusagasugá","25","Cundinamarca","3786","Fusagasugá","25603","94.96","94.88","73.45","92.98","83.78","58.18","103.88","93.74","105.39","108.14","96.69",,,"3.5","3.43","2.43","4.93","2.96","88.43","0","92.36","81.62","90.58","8.07","0","5.22","13.45","6.45","8.08","1.97","7.36","11.81","3.61"
"2023","25293","Gachala","25","Cundinamarca","3785","Cundinamarca (ETC)","801","81.4","81.4","58.73","77.23","70.91","43.48","89.26","68.25","89.54","97.45","81.88",,,"1.76","0","0.69","2.39","4.17","95.01","0","97.25","91.63","94.79","3.23","0","2.06","5.98","1.04","4.41","2.33","3.44","6.77","2.08"
"2023","25295","Gachancipá","25","Cundinamarca","3785","Cundinamarca (ETC)","3834","102.16","101.96","78.69","103.11","88.79","40.48","110.35","115.91","117.32","118","73.71",,,"4.08","5.94","4.06","4.33","1.62","82.58","0","84.73","73.02","97.17","13.34","0","11.22","22.64","1.21","10.01","4.57","8.27","15.49","3.24"
"2023","25297","Gachetá","25","Cundinamarca","3785","Cundinamarca (ETC)","1507","90.58","90.58","59.32","78.9","82.68","62.55","101.13","105.93","89.94","114.01","100",,,"1.36","0","0.9","2.49","0.43","94.78","2.4","95.31","92.53","97.44","3.86","2.4","3.79","4.98","2.14","8","21.6","6.14","9.96","0.43"
"2023","25299","Gama","25","Cundinamarca","3785","Cundinamarca (ETC)","630","73.33","73.33","78.72","63.6","61.01","63.46","78.41","93.62","74.33","79.36","79.81",,,"1.26","0","1.55","1.85","0","98.74","0","98.45","98.15","100","0","0","0","0","0","9.89","4.55","5.67","19.14","4"
"2023","25307","Girardot","25","Cundinamarca","3787","Girardot","18189","101.79","101.66","71.21","94.06","90.38","65.51","112.15","93.41","108.9","117.66","118.69",,,"4.48","4.69","3.92","5.74","3.02","87.38","0","89.05","83.41","88.15","8.14","0","7.03","10.85","8.82","9.09","2.55","10.74","11.03","2.65"
"2023","25312","Granada","25","Cundinamarca","3785","Cundinamarca (ETC)","1618","87.27","87.27","66.18","93.67","64.19","44.7","98.39","93.38","109.43","91.65","86.36",,,"3.9","0.86","3.53","6.06","2.15","84.89","0","91.26","72.96","81.18","11.21","0","5.21","20.98","16.67","8.17","5.17","7.67","11.89","3.23"
"2023","25317","Guachetá","25","Cundinamarca","3785","Cundinamarca (ETC)","3214","86.84","86.84","60.45","78.41","79.28","34.4","97.67","86.17","93.92","120.52","67.74",,,"2.91","1.59","3.29","3.07","1.65","97.09","0","96.71","96.93","98.35","0","0","0","0","0","12.5","5.56","9.47","19.39","6.15"
"2023","25320","Guaduas","25","Cundinamarca","3785","Cundinamarca (ETC)","5201","87.23","87.1","54.57","79.01","79.58","58.18","109.44","85.95","102.87","119.85","116.36",,,"3.76","5.7","2.87","4.96","2.47","89.64","0.67","93.89","82.11","92.95","6.6","0.67","3.24","12.93","4.59","8.69","5.7","7.95","13.01","2.29"
"2023","25322","Guasca","25","Cundinamarca","3785","Cundinamarca (ETC)","3178","89.68","89.55","47.39","84.96","86.91","50.55","98.36","83.21","97.4","111.39","82.97",,,"2.78","5.15","2.13","2.71","3.68","91.48","4.64","93.87","89.53","90.57","5.74","4.64","4","7.76","5.75","8.1","3.61","6.9","11.72","4.14"
"2023","25324","Guataquí","25","Cundinamarca","3785","Cundinamarca (ETC)","499","81.76","81.76","61.54","71.5","73.53","42.22","94.59","87.18","86.5","114.71","77.78",,,"2.33","2.94","1.79","2.38","3.33","94.88","0","97.02","93.45","91.67","2.79","0","1.19","4.17","5","7.44","0","5.95","12.5","1.67"
"2023","25326","Guatavita","25","Cundinamarca","3785","Cundinamarca (ETC)","1266","78.04","78.04","45.05","65.23","77.59","53.37","85.39","72.97","75","104.82","79.81",,,"2.15","2.7","1.3","3.13","1.32","97.56","0","98.7","96.87","96.69","0.29","0","0","0","1.99","9.65","0","5.96","17.11","3.31"
"2023","25328","Guayabal de Siquima","25","Cundinamarca","3785","Cundinamarca (ETC)","811","81.63","81.63","56.06","73.39","83.39","51.52","88.66","66.67","80.12","103.69","90.91",,,"4","4.55","3.65","5.07","1.89","94.29","0","94.89","92.39","97.17","1.71","0","1.46","2.54","0.94","4.29","6.82","4.01","4.71","2.83"
"2023","25335","Guayabetal","25","Cundinamarca","3785","Cundinamarca (ETC)","1412","83.85","83.78","57.43","83.23","74.12","36.23","89.38","75.68","94.62","100.24","60.87",,,"2.33","2.15","2.03","1.95","5.08","91.56","0","96.95","86.37","82.2","6.1","0","1.02","11.68","12.71","14.63","2.15","10.98","22.38","12.71"
"2023","25339","Gutiérrez","25","Cundinamarca","3785","Cundinamarca (ETC)","747","83.13","83.13","57.58","81.96","79.01","39.34","92.64","83.33","93.99","103.29","72.95",,,"3.68","0","3.7","4.93","2.56","91.88","0","96.3","83.86","92.31","4.44","0","0","11.21","5.13","8.88","5.45","7.74","13.9","1.28"
"2023","25368","Jerusalén","25","Cundinamarca","3785","Cundinamarca (ETC)","398","97.24","97.24","67.57","76.44","86.51","57.38","111.31","97.3","100","132.54","108.2",,,"1.23","2.78","0","2.67","0","92.38","0","97.04","85.33","94.23","6.39","0","2.96","12","5.77","15.23","0","21.3","17.33","0"
"2023","25372","Junín","25","Cundinamarca","3785","Cundinamarca (ETC)","1022","67.81","67.81","44","58.87","63.89","40.33","76.81","69.33","67","88.89","77.9",,,"0.95","0","1.1","0.68","1.72","93.06","0","97.79","88.14","91.38","5.99","0","1.1","11.19","6.9","4.63","1.92","2.94","7.12","3.45"
"2023","25377","La Calera","25","Cundinamarca","3785","Cundinamarca (ETC)","5538","160.56","156.37","85.11","153.34","141.76","87.14","166.31","149.56","174.21","176.87","135.17",,,"3.33","4.63","3.03","3.9","1.77","89.21","0.93","94.66","80.1","95.28","7.46","0.93","2.31","16","2.95","7.78","3.24","4.9","13.55","2.35"
"2023","25386","La Mesa","25","Cundinamarca","3785","Cundinamarca (ETC)","5833","94.17","94.03","64.97","89.51","81.54","57.11","106.75","83.5","102.79","114.29","113.5",,,"3.39","7.4","3.12","3.61","1.55","93.57","1.29","95.01","90.94","96.9","3.04","1.29","1.87","5.45","1.55","7.74","4.18","7.02","11.16","3.1"
"2023","25394","La Palma","25","Cundinamarca","3785","Cundinamarca (ETC)","1623","74.06","74.06","51.97","64.08","68.87","63.91","83.3","73.23","71.68","90.7","101.88",,,"1.19","0","0.63","1.96","1.3","98.81","0","99.38","98.04","98.7","0","0","0","0","0","3.96","3.23","2.5","7.17","0.87"
"2023","25398","La Peña","25","Cundinamarca","3785","Cundinamarca (ETC)","992","75.91","75.91","47.5","62.84","70.38","47.65","89.72","80","78.8","104.99","89.41",,,"1.56","1.56","0","3.03","1.56","95.57","0","96.81","93.64","96.09","2.87","0","3.19","3.33","2.34","9.22","0","7.03","13.94","7.03"
"2023","25402","La Vega","25","Cundinamarca","3785","Cundinamarca (ETC)","3314","92.46","92.46","60.85","85.49","83.79","53.78","101.87","81.14","100.5","115.39","88.77",,,"2.59","2.9","2.29","3.07","2.01","89.43","0","93.75","83.55","89.51","7.97","0","3.96","13.37","8.48","8.45","2.42","8.07","12.03","2.68"
"2023","25407","Lenguazaque","25","Cundinamarca","3785","Cundinamarca (ETC)","2362","87.09","87","52.17","78.21","84.8","58.72","92.72","83.04","89.82","103.8","84.3",,,"2.67","4.14","2.41","3.29","1.03","96.63","0","97.11","95.34","98.97","0.69","0","0.48","1.37","0","6.98","4.73","4.57","11.51","3.79"
"2023","25426","Macheta","25","Cundinamarca","3785","Cundinamarca (ETC)","1076","87.64","87.55","75.32","78.82","76.9","52.85","96.38","98.7","92.94","107.35","81.35",,,"2.66","1.79","1.11","4.51","2.04","88.1","0","97.23","76.13","92.52","9.25","0","1.66","19.36","5.44","10.84","1.79","10.53","16.45","0.68"
"2023","25430","Madrid","25","Cundinamarca","3785","Cundinamarca (ETC)","24315","102.78","102.57","66.9","100.55","95.95","56.47","108.33","88.58","112.96","119.29","85.23",,,"4.86","5.07","3.19","7.18","4.06","85.13","0.21","90.29","77.16","83.39","10.01","0.21","6.53","15.66","12.54","11","2.48","8.34","17.62","5.34"
"2023","25436","Manta","25","Cundinamarca","3785","Cundinamarca (ETC)","538","81.97","81.97","51.22","75.45","80.22","46.32","93.68","73.17","87.27","111.54","83.16",,,"1.28","6.67","1.04","1.11","0","87.02","0","93.75","76.11","94.12","11.7","0","5.21","22.78","5.88","10","0","13.54","10","4.41"
"2023","25438","Medina","25","Cundinamarca","3785","Cundinamarca (ETC)","1857","77.6","77.6","56.33","71.16","69.9","54.42","87.18","84.18","80.56","94.98","90.14",,,"4.58","1.5","4.27","5.93","4.13","91.1","0","95.09","84.7","90.37","4.32","0","0.63","9.37","5.5","8.69","0.75","7.11","13.96","5.5"
"2023","25473","Mosquera","25","Cundinamarca","10857","Mosquera","26936","100.93","100.48","76.23","99.98","89.48","58.96","106.49","101.36","111.14","109.26","92.16",,,"3.63","4.11","2.89","4.62","3.11","82.79","2.02","88.96","72.42","83.42","13.58","2.02","8.15","22.96","13.47","9.73","3.41","7.09","16.27","5.03"
"2023","25483","Nariño","25","Cundinamarca","3785","Cundinamarca (ETC)","406","68.47","68.47","42.42","66.26","63.7","40","76.35","57.58","76.69","85.19","68",,,"3.08","5.26","0.81","6.67","0","96.92","0","99.19","93.33","100","0","0","0","0","0","7.53","15.79","5.65","11.43","0"
"2023","25486","Nemocón","25","Cundinamarca","3785","Cundinamarca (ETC)","3147","103.5","103.3","69.77","98.9","92.81","48.27","109.09","86.38","113.96","125.94","75.56",,,"3.76","1.51","3.21","5.46","1.85","87.94","0.5","91.98","79.71","91.48","8.3","0.5","4.81","14.83","6.67","11.95","4.02","9.54","18.95","3.7"
"2023","25488","Nilo","25","Cundinamarca","3785","Cundinamarca (ETC)","1642","92.08","92.08","49.08","79.51","89.96","56.49","100.91","65.64","94.54","122.05","99.58",,,"3.49","1.49","2.39","5.23","2.26","96.51","0","97.61","94.77","97.74","0","0","0","0","0","10.15","4.48","8.24","15.69","1.69"
"2023","25489","Nimaima","25","Cundinamarca","3785","Cundinamarca (ETC)","590","76.27","76.27","70.21","64.2","70.85","42.57","84.41","80.85","76.95","97.49","78.22",,,"2.81","0","3.76","3.37","0","92.64","0","94.62","88.76","93.33","4.55","0","1.61","7.87","6.67","6.71","2.63","6.99","8.99","1.67"
"2023","25491","Nocaima","25","Cundinamarca","3785","Cundinamarca (ETC)","1023","80.25","80.25","29.03","67.65","80.18","42.33","119.16","51.61","81.55","112.5","272.39",,,"2.2","4.17","1.98","1.99","2.7","97.34","0","98.02","98.01","93.69","0.46","0","0","0","3.6","8.9","4.17","6.78","12.78","5.41"
"2023","25506","Venecia","25","Cundinamarca","3785","Cundinamarca (ETC)","826","85.35","85.35","71.43","74.93","77.41","43.88","98.06","84.29","90.78","115.56","89.21",,,"6.44","6.78","3.26","10.65","4.95","93.29","0","96.74","89.35","93.07","0.27","0","0","0","1.98","15.48","5.08","13.68","21.67","10.89"
"2023","25513","Pacho","25","Cundinamarca","3785","Cundinamarca (ETC)","4932","85.22","85.14","58.08","79.46","73.61","48.14","96.07","81.82","93.5","103.89","93.41",,,"3.11","2.77","1.82","3.52","5.65","92.46","0.35","95.39","89.77","89.29","4.43","0.35","2.79","6.72","5.06","7.93","3.81","6.72","10.23","7.44"
"2023","25518","Paime","25","Cundinamarca","3785","Cundinamarca (ETC)","836","66.03","66.03","54.24","59.39","50.68","48.37","73.8","77.97","72.73","72.79","76.47",,,"1.83","4.44","0.83","2.91","0.9","97.51","0","99.17","95.15","99.1","0.66","0","0","1.94","0","4.3","2.17","2.92","6.76","3.6"
"2023","25524","Pandi","25","Cundinamarca","3785","Cundinamarca (ETC)","960","83.33","83.33","48.81","84.8","69.33","43.23","98.85","85.71","99.26","103.83","94.84",,,"1.79","1.39","1.51","1.5","3.96","98.21","0","98.49","98.5","96.04","0","0","0","0","0","8.83","6.94","6.78","13.86","4.95"
"2023","25530","Paratebueno","25","Cundinamarca","3785","Cundinamarca (ETC)","2134","92.83","92.83","49.22","86.44","80.72","47.72","104.12","73.58","105.97","116.23","91.49",,,"4.72","4.93","4.89","5.16","2.34","95.28","0","95.11","94.84","97.66","0","0","0","0","0","9.92","0","8.52","15.76","3.27"
"2023","25535","Pasca","25","Cundinamarca","3785","Cundinamarca (ETC)","1959","102.96","102.96","75.32","86.45","105.1","63.93","120.57","103.25","97.24","142.43","140.18",,,"2.88","1.89","1.82","4.04","2.89","90.69","1.26","92.47","88.36","89.6","6.42","1.26","5.71","7.6","7.51","9.64","19.5","6.75","12.95","3.47"
"2023","25572","Puerto Salgar","25","Cundinamarca","3785","Cundinamarca (ETC)","3141","94.24","94.24","51.5","81.62","89.53","58.99","113.09","95.86","102.28","129.59","116.25",,,"2.59","2.82","2.79","2.38","2.47","96.17","0","96.19","95.73","96.71","1.24","0","1.02","1.89","0.82","8.11","16.43","7.52","8.92","2.74"
"2023","25580","Pulí","25","Cundinamarca","3785","Cundinamarca (ETC)","653","53.29","53.29","16.98","52.19","42.79","36.54","59.57","41.51","61.68","61.26","59.62",,,"2.12","0","1.18","3.85","1.79","93.1","4.55","95.27","87.69","98.21","4.77","4.55","3.55","8.46","0","4.77","4.55","4.14","7.69","0"
"2023","25592","Quebradanegra","25","Cundinamarca","3785","Cundinamarca (ETC)","796","92.21","92.21","66.67","88.96","78.52","60.94","100.63","114.29","98.51","103.33","93.75",,,"2.38","2.78","2.12","2.16","3.33","91.25","0","94.55","86.33","90","6.38","0","3.33","11.51","6.67","7.88","2.78","6.67","13.31","1.67"
"2023","25594","Quetame","25","Cundinamarca","3785","Cundinamarca (ETC)","1153","106.68","106.68","36.7","87.25","109.62","88.2","125.93","69.72","99.6","140.93","203.93",,,"1.49","1.32","0.82","1.89","2.18","93.08","2.63","97.76","87.18","94.32","5.43","2.63","1.43","10.92","3.49","6.9","2.63","4.26","10.5","6.49"
"2023","25596","Quipile","25","Cundinamarca","3785","Cundinamarca (ETC)","1083","88.83","88.83","51.09","71.68","82.6","47.65","106.65","71.74","91.94","137.29","100",,,"1.84","3.03","1.69","2.34","0","91.86","0","96.85","85.48","94.44","6.3","0","1.45","12.18","5.56","10.08","3.03","8.23","15.22","2.38"
"2023","25599","Apulo","25","Cundinamarca","3785","Cundinamarca (ETC)","1551","74.4","74.4","57.55","71.39","65.6","34.9","82.4","74.1","84.32","91.6","63.92",,,"2.69","0.97","2.36","3.87","1.61","97.31","0","97.64","96.13","98.39","0","0","0","0","0","7.31","1.94","9.45","7.99","0"
"2023","25612","Ricaurte","25","Cundinamarca","3785","Cundinamarca (ETC)","2532","68.52","68.4","53.65","67.83","58.77","28.68","74.25","67.81","78.58","80","54.61",,,"7.3","5.56","3.8","12.41","6.21","85.08","0","89.03","76.42","90.68","7.62","0","7.17","11.17","3.11","10.88","0.79","12.24","13.3","4.35"
"2023","25645","San Antonio del Tequendama","25","Cundinamarca","3785","Cundinamarca (ETC)","2110","80.85","80.62","55.43","73.1","72.73","45.14","89.19","91.43","85.47","100.57","74.57",,,"4.9","5.37","3.57","6.06","5.42","94.18","0","96.43","91.46","94.58","0.92","0","0","2.48","0","7.15","6.71","5.56","10.09","4.17"
"2023","25649","San Bernardo","25","Cundinamarca","3785","Cundinamarca (ETC)","1758","84.24","84.24","44.1","68.17","87.41","54.12","95.39","72.05","77.19","118.44","111.47",,,"2.61","0","2.23","3.5","2.45","97.33","0","97.77","96.5","97.14","0.06","0","0","0","0.41","9.41","15.52","5.5","14.15","3.67"
"2023","25653","San Cayetano","25","Cundinamarca","3785","Cundinamarca (ETC)","974","70.33","70.33","46.05","61.42","63.77","40","81.62","72.37","71.07","98.8","76.47",,,"2.63","5.45","2.51","2.45","1.96","94.32","0","96.77","90.91","97.06","3.05","0","0.72","6.64","0.98","3.32","0","1.79","6.64","0"
"2023","25658","San Francisco","25","Cundinamarca","3785","Cundinamarca (ETC)","2045","75.35","75.35","55.23","70.44","65.53","38.67","86.31","77.33","84.41","98.67","70.69",,,"7.55","7.52","7.45","8.16","6.18","92.39","0","92.55","91.84","93.26","0.07","0","0","0","0.56","6.63","3.01","6.3","9.32","2.81"
"2023","25662","San Juan de Río Seco","25","Cundinamarca","3785","Cundinamarca (ETC)","1559","91.47","91.47","64.62","84.04","80.34","63.97","104.04","82.31","97.72","115.27","108.5",,,"2.39","2.8","2.21","2.12","3.4","95.09","0.93","96.21","93.45","95.15","2.53","0.93","1.58","4.43","1.46","7.65","6.54","8.69","8.09","3.88"
"2023","25718","Sasaima","25","Cundinamarca","3785","Cundinamarca (ETC)","2182","91.2","91.2","45.63","73.04","83.18","62.77","101.97","85.63","90.9","119.56","98.94",,,"5.26","3.68","2.99","8.34","3.24","94.45","0","96.49","91.66","96.12","0.29","0","0.52","0","0.65","8.91","5.88","5.98","14.66","1.94"
"2023","25736","Sesquilé","25","Cundinamarca","3785","Cundinamarca (ETC)","2484","101.25","100.85","57.49","94.16","94.69","48.58","111.19","90.82","107.5","133.09","87.2",,,"3","3.1","2.04","4.05","2.66","96.82","0","97.96","95.95","96.01","0.18","0","0","0","1.33","10.82","2.33","8.39","16.78","3.99"
"2023","25740","Sibaté","25","Cundinamarca","3785","Cundinamarca (ETC)","6984","95.59","95.53","77.57","91.02","87.25","52.8","102.79","105.74","103.33","111.12","83.85",,,"3.08","3.56","2.68","3.9","1.71","89.29","0","94.6","80.46","93.94","7.63","0","2.73","15.64","4.35","9.56","2.8","6.59","16.44","2.95"
"2023","25743","Silvania","25","Cundinamarca","3785","Cundinamarca (ETC)","4328","85.74","85.67","63.37","80.56","73.36","55.54","99.31","90.91","95.41","107.96","96.45",,,"4.17","5.41","4.26","4.62","2.08","95.56","0","95.74","95.38","96.04","0.27","0","0","0","1.89","8.69","7.32","8.85","10.38","4.91"
"2023","25745","Simijaca","25","Cundinamarca","3785","Cundinamarca (ETC)","3097","74.36","74.36","62.4","71.91","62.24","51.84","80.63","82.64","81.38","81.36","76.31",,,"3.1","6.92","2.23","3.29","3.17","90.56","0.77","90.43","88.22","95.1","6.35","0.77","7.34","8.49","1.73","8.02","6.92","11.4","8.22","0.58"
"2023","25754","Soacha","25","Cundinamarca","3788","Soacha","144352","87.43","87.36","57.48","85.49","79.65","53.83","93.49","77.18","96.04","98.7","85.09",,,"4.64","6.28","3.8","5.89","3.3","89.01","0","92.54","82.97","91.62","6.35","0","3.66","11.15","5.08","6.35","2.61","5.42","9.52","2.53"
"2023","25758","Sopó","25","Cundinamarca","3785","Cundinamarca (ETC)","5116","95.68","94.43","63.33","85.27","90.27","56.59","102.76","100","99.51","116.05","85.96",,,"2.86","1.35","2.83","3.45","1.99","91.37","3.14","93.41","87.73","94.57","5.77","3.14","3.77","8.82","3.44","7.91","8.52","6.04","11.23","3.26"
"2023","25769","Subachoque","25","Cundinamarca","3785","Cundinamarca (ETC)","2959","125.75","125.62","60.57","122.62","129.37","83.89","133.63","93.9","134.67","151.12","116.5",,,"2.42","4.69","3.12","1.95","0.67","90.73","1.56","89.93","89.34","95.29","6.85","1.56","6.95","8.71","4.04","6.02","4.69","7.91","5.85","1.68"
